kjønn,alder,type justering,statistikkvariabel,måned,value
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M12,NA
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2009M01,79.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2009M02,79.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2009M03,79.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2009M04,79.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2009M05,79.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2009M06,78.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2009M07,78.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2009M08,79.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2009M09,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2009M10,78.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2009M11,79.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2009M12,78.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2010M01,77.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2010M02,79.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2010M03,78.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2010M04,78.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2010M05,79.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2010M06,78.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2010M07,78.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2010M08,78.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2010M09,78.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2010M10,77.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2010M11,78.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2010M12,77.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2011M01,77.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2011M02,78.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2011M03,77.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2011M04,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2011M05,78.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2011M06,78.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2011M07,77.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2011M08,78.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2011M09,78.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2011M10,78.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2011M11,78.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2011M12,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2012M01,77.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2012M02,78.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2012M03,78.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2012M04,77.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2012M05,78.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2012M06,77.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2012M07,77.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2012M08,78
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2012M09,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2012M10,78.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2012M11,77.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2012M12,77.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2013M01,77
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2013M02,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2013M03,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2013M04,78.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2013M05,78
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2013M06,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2013M07,77.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2013M08,78.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2013M09,76.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2013M10,77.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2013M11,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2013M12,76.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2014M01,77.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2014M02,77.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2014M03,77.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2014M04,77.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2014M05,77.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2014M06,77.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2014M07,78.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2014M08,77.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2014M09,77.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2014M10,77.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2014M11,78
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2014M12,78.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2015M01,77.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2015M02,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2015M03,77.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2015M04,76.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2015M05,77.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2015M06,78.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2015M07,76.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2015M08,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2015M09,78.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2015M10,76.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2015M11,77.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2015M12,77.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2016M01,77.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2016M02,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2016M03,76.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2016M04,77.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2016M05,77.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2016M06,77.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2016M07,77.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2016M08,77.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2016M09,76.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2016M10,77.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2016M11,75.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2016M12,74.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2017M01,76.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2017M02,75.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2017M03,75.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2017M04,76.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2017M05,75.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2017M06,76.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2017M07,75.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2017M08,76.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2017M09,74.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2017M10,75.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2017M11,76.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2017M12,75
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2018M01,76.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2018M02,76.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2018M03,76.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2018M04,76.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2018M05,76.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2018M06,77.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2018M07,77.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2018M08,77
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2018M09,77.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2018M10,76.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2018M11,76.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2018M12,76.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2019M01,76.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2019M02,76.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2019M03,76.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2019M04,76.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2019M05,76.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2019M06,77.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2019M07,77.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2019M08,77.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2019M09,77.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2019M10,77.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2019M11,76.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2019M12,77
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2020M01,76.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2020M02,75.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2020M03,76.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2020M04,75.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2020M05,75.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2020M06,77.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2020M07,76.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2020M08,76.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2020M09,77.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2020M10,77.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2020M11,76.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2020M12,77.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2021M01,76.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2021M02,76.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2021M03,76.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2021M04,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2021M05,78.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2021M06,78.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2021M07,77.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2021M08,78.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2021M09,78.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2021M10,78.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2021M11,78.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2021M12,77.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M01,77.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M02,79.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M03,78
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M04,78.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M05,78.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M06,78.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M07,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M08,77.5
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M09,77.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M10,77.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M11,76.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2022M12,77.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M01,76.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M02,77.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M03,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M04,77.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M05,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M06,78.3
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M07,77.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M08,78.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M09,77.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M10,77
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M11,77.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2023M12,78
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M01,76.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M02,76.9
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M03,77.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M04,78.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M05,77.2
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M06,78.4
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M07,77.8
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M08,77.1
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M09,78.6
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M10,77.7
Menn,25-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M11,76.9
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M01,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M02,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M03,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M04,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M05,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M06,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M07,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M08,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M09,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M10,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M11,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M12,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M01,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M02,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M03,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M04,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M05,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M06,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M07,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M08,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M09,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M10,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M11,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M12,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M01,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M02,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M03,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M04,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M05,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M06,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M07,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M08,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M09,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M10,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M11,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M12,NA
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M01,77.3
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M02,77.8
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M03,77.2
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M04,77.3
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M05,77.9
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M06,76.8
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M07,76.8
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M08,76.9
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M09,76.3
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M10,76.1
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M11,76.9
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M12,76.3
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M01,75.2
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M02,76.6
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M03,75.2
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M04,75.4
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M05,76.7
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M06,76.3
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M07,76.2
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M08,76.1
Menn,25-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M09,75.5
